Bedriftsnavn;Adresse;Postnummer;Poststed;Godkjenninger;Organisasjonsnummer
STJØRDAL BILGLASS AS;VÆRNESGATA 9;7503;STJØRDAL;BILGLASS;992848170
RIIS MONTASJE AS avd Storo;Vitaminveien 1A;0485;OSLO;BILGLASS;921979436
HMV Maskin AS ;Regimentsvegen 14;5705;VOSS;"MOTORSYKKELOGMOPED, TRAKTOR";955098854
Øyane Lakk og Karosseri Frode Øyane;Øravegen 33;6650;SURNADAL;BILSKADE;994921797
HSK RACING AS;IDRETTSVEIEN 24;9603;HAMMERFEST;HJUL;898049302
LAKKPROFFEN AS;RUNNIVEGEN 25;2150;ÅRNES;"HJUL, BILGLASS, BILSKADE, LYSUTSTYR";988924512
AS Insignia;Konows gate 67 B;0196;oslo;"BILVERKSTED01, KONTROLLORGAN01";979474075
"Felleskjøpet AGRI SA, avd Levanger";Moafjæra 5 A;7606;LEVANGER;"TRAKTOR, HENGERESPALOPSBREMSEANLEGG";911608103
Andersen Mek. Verksted AS;Svegeskogen 2;4400;FLEKKEFJORD;PABYGGER;945688823
Otera Samferdsel AS;Stoaveien 14;4848;ARENDAL;"BILVERKSTED01B, KONTROLLORGAN01B";995845059
Alex Autoservice AS;Vollsveien 74;1358;JAR;"BILVERKSTED01, KONTROLLORGAN01";990050244
ARTIC BIL AS;MORENEVEGEN 26;9027;RAMFJORDBOTN;BILVERKSTED01;996228789
SELSBAKK BILSERVICE;Hornebergvegen 11;7038;TRONDHEIM;"BILVERKSTED01, KONTROLLORGAN01";880508962
"Odda Kommune, Verksted";"Lindenes, Tyssedalvegen 341";5750;ODDA;"BILVERKSTEDALLE, KONTROLLORGAN04";964967814
Bring Warehousing AS;Kongshavnveien 27 - Skur 89 Bekkelagskaia;0193;OSLO;"KONTROLLORGAN03, BILVERKSTED03";821465222
Ramstadløkka Auto AS;Ramstadløkka 4;1850;Mysen;"BILVERKSTEDALLE, KONTROLLORGAN04";980526577
ROSENHOFF BILVASK & BILPLEIE AS;ROSENHOFF GT 1;0569;OSLO;HJUL;914262682
Myre Karosseri og Bilpleie AS;Storgata 53;8430;MYRE;BILVERKSTED01;968061194
SCHAU'S BUSS AS;VESTBYVEIEN 15;1540;VESTBY;BILVERKSTEDALLE;933658473
BØ BILVERKSTED V/HAUGEN;Elvefaret 4;3802;BØ I TELEMARK;BILVERKSTED01;997731166
DEKKMANN AS avd. Skien;Rødmyrlia 9;3740;SKIEN;HJUL;966242825
RSA Bil Ski;Dynamitveien 19;1400;SKI;"BILVERKSTED01B, KONTROLLORGAN01B";915518389
SAINT-GOBAIN AUTOVER NORGE AS avd. Fredrikstad;Apenesgata 16;1607;FREDRIKSTAD;BILGLASS;918276785
"Vianor AS, avdeling Kongsvinger";Gaupevegen 3;2211;KONGSVINGER;"BILVERKSTED01, KONTROLLORGAN01, HJUL";935429447
RSA Bil Romerike;Hvamsvingen 7;2013;SKJETTEN;"BILVERKSTED01, KONTROLLORGAN01";915518389
Rabbenkroken Bil AS;Rabbenkroken 21;3919;PORSGRUNN;"BILVERKSTED01, KONTROLLORGAN01";999244467
BILVERKSTED SØR AS;Kongsgård Alle 53;4632;KRISTIANSAND S;"BILVERKSTED01, KONTROLLORGAN01";919215224
DEKKPROFF AS Sarpsborg;Lilletuneveien 2;1711;SARPSBORG;HJUL;916725558
AUTOGLASS AS avd Oslo;Ole Deviks vei 26;0666;OSLO;BILGLASS;968552732
RSA Bil Fredrikstad;Råbekksvingen 1;1617;Fredrikstad;"KONTROLLORGAN01B, BILVERKSTED01B";915518389
PM MOTOR AS;KOLSTIEN 2;5097;BERGEN;MOTORSYKKELOGMOPED;992646551
Gumpens Auto Mandal A/S;Sommerkroveien 1;4515;MANDAL;"BILVERKSTED01, KONTROLLORGAN01B";959543402
"Eiksenteret Stokke, Vestfold Maskin AS";Melsomvikveien 7;3160;STOKKE;TRAKTOR;984736878
Høylandet Auto AS;Høylandet;7977;Høylandet;"BILVERKSTED01, TRAKTOR, KONTROLLORGAN01";987739231
Sandvika Biloppretting AS;Industriveien 27 ;1337;Vøyenenga;BILSKADE;984809204
Kr. Repseth Auto AS;Matrandvegen 31;2230;Skotterud;"BILVERKSTED01B, KONTROLLORGAN01B";979944497
MOTORSENTERET AS;MÆLEN 4;9151;STORSLETT;MOTORSYKKELOGMOPED;966377607
"Vianor AS, avdeling Leangen";Leangen Alle 8;7044;TRONDHEIM;"BILVERKSTED01, BILDIESEL, KONTROLLORGAN01, HJUL";935429447
BREMSNES BILVERKSTED AS;Averøyveien 417;6530;Averøy;"BILVERKSTED01, KONTROLLORGAN01";976545761
Bilhallen AS;Kongsgård alle 64B;4632;Kristiansand;"BILVERKSTED01, KONTROLLORGAN01";981447867
Figgjo Autoservice;Figgenveien 34;4332;Figgjo;"BILVERKSTED01, KONTROLLORGAN01";985024839
Tide Verksted AS avd Fana;Krokeidevegen 8;5244;FANA;"BILVERKSTEDALLE, KONTROLLORGAN04, BILSKADE";985538220
Skogli Biloppretting;Caspar Stormsvei 19;0664;Oslo;BILSKADE;970013164
MAN Truck & Bus Norge A/S Avd. Stavanger;Røynebergsletta 31;4052;RØYNEBERG;"FARTSSKRIVER, BILVERKSTED02, BILVERKSTED03, PABYGGER, KONTROLLORGAN04";824387842
ÅS GLASSMESTERFORRETNING AS;Verpetveien 32;1540;VESTBY;BILGLASS;975962121
POLE POSITION AS;RØYKÅSVEIEN 5;1473;LØRENSKOG;HJUL;992095830
Bilservice Egersund AS;Høljebakkane 1A;4373;EGERSUND;"BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B";993732877
DEKK AS;Olav Ingstadsvei 9;1351;RUD;HJUL;979450583
Norsk Scania AS avd. Bardufoss;Andslimoen;9325;Bardufoss;"FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, TRAKTOR, KONTROLLORGAN03";879263662
Gulli Bilsenter AS;Barkåkerveien 85;3157;Barkåker;"BILVERKSTED01, KONTROLLORGAN01";990779236
LEIROSEN GARASJEDRIFT AS;GAMLE MOSJØVEIEN 32;8890;LEIRFJORD;HJUL;820601882
NAMSSKOGAN BILSERVICE TERJE TRONES;HÅPNESVEIEN 5;7890;NAMSSKOGAN;HJUL;977088720
Norsk Scania AS avd. Halden;Vestgårdveien 19;1789;Berg i Østfold;"FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04";879263662
LIO AUTO AS;Storvegen 229;3880;Dalen;"BILVERKSTED01, KONTROLLORGAN01";913955668
Lias Bilopphuggeri;Verksveien 13;8370;LEKNES;BILVERKSTED01;919147857
"CARGLASS AS , avd. Stavanger";Auglendsmyrå 5;4016;STAVANGER;BILGLASS;985758220
CHRISTENSEN BILLAKKERING;HANS HANSENS VEI 133;3022;DRAMMEN;BILGLASS;988810568
PG Autoservice AS;Rostadvegen 56;7730;BEITSTAD;BILVERKSTED01B;998213762
Baastad Bil Hans Joar Baastad;Stiklaveien 3;1866;Båstad;"BILVERKSTED01, KONTROLLORGAN01";976894820
ETAC BIL AS avd. Tromsø;Heiloveien 10;9015;TROMSØ;"BILVERKSTED01, PABYGGER";999065465
MASKINAGENTUR AS;Vestre Rosten 83;7075;TILLER;"BILVERKSTED01B, KONTROLLORGAN01B";914201101
Nordkapp Bilservice AS;Nordkappveien 80;9750;HONNINGSVÅG;"BILVERKSTED01B, KONTROLLORGAN01B";981519965
Arnesen Auto A/S;Nye Sædalsveien 160;5098;BERGEN;"BILVERKSTED01B, KONTROLLORGAN01B";984671733
Sørlandets Bilverksted AS;Skibåsen 22;4636;KR.SAND;"BILVERKSTED01B, KONTROLLORGAN01B";979875355
Suldal Billakkering avd.Ølen Auto;Mulagata 38;5580;ØLEN;"BILVERKSTED01, KONTROLLORGAN01";934306643
SANDVIK VERKSTED;Strandli;7882;Nordli;"BILVERKSTED01B, KONTROLLORGAN01B";976276612
Motor- Trade AS;Østre Rosten 8;7075;TILLER;"FARTSSKRIVER, BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B";980352706
LÅVEN KONTROLL & SERVICE AS;Stavsjøvegen 28;7550;HOMMELVIK;KONTROLLORGAN01;818090102
MR-BIL DA;Storveien 5;1816;SKIPTVET;"BILVERKSTED01, KONTROLLORGAN01";994917498
Hol Bil og Traktor AS;Djupedalen;3576;HOL;"BILVERKSTED01, KONTROLLORGAN01";994319647
Verdal Last og Buss AS;Neptunveien 3;7652;VERDAL;"FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04";993105120
SOLBAKKEN BLIKK AS;KONGLEVEIEN 13A;4326;SANDNES;HJUL;917629242
VIANOR AS;Numedalsveien;3617;KONGSBERG;HJUL;935429447
ASKØY AUTO SERVICE  as;Davangerveien 298;5310;HAUGLANDSHELLA;"BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B";840921352
Felleskjøpet Agri SA avd. Volda;Morkamyra 21;6105;VOLDA;TRAKTOR;911608103
SØRNES MARINE & INDUSTRI;LEIRA;6590;TUSTNA;"HJUL, BILGLASS, LYSUTSTYR, HENGERESPALOPSBREMSEANLEGG, EKSOSANLEGG";988728519
FAUSKE GLASS & RAMME AS;HÅNDVERKSVEIEN 8;8200;FAUSKE;BILGLASS;947495739
SKAUN DEKKSERVICE;REKSTADÅSEN;7357;SKAUN;HJUL;878281292
Møller Bil Sør-Rogaland AS Avd Møller Bil Forus (Skoda);Vassbotnen 6;4313;SANDNES;"BILVERKSTED01, KONTROLLORGAN01";933625583
T1MOTOR AS;Tomtegata 7B;2500;TYNSET;BILVERKSTED01;819850712
Volvo Truck Center avd Fagerstrand;Torneveien 10;1454;FAGERSTRAND;"BILVERKSTED03, KONTROLLORGAN03";910712799
Lasse Grønvolds Bilverksted;Brugata 12;3520;JEVNAKER;BILVERKSTED01;991011951
Steigen Vekst AS;Furulund;8283;LEINESFJORD;BILVERKSTED01B;876516012
TELLESBØ KAROSSERI AS;Tellesbø;6650;Surnadal;"BILVERKSTED01B, BILSKADE, KONTROLLORGAN01";971076690
Norsk Scania AS avd. Førde;Tverrgrova 1;6802;FØRDE;"FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN03";879263662
Sigvartsen AS;Solørvegen 89;2260;KIRKENÆR;"BILVERKSTED01, KONTROLLORGAN01";964690774
BILIA HØNEFOSS ;Asbjørnsensgate 21;3513;HØNEFOSS;"BILVERKSTED01, KONTROLLORGAN01";976023188
BILSKADESENTERET NAMSOS AS;NAVARVEGEN 3;7820;SPILLUM;BILSKADE;918683585
ØDEGÅRDEN AUTO AS avd. Trollåsen;Trollåsveien 8;1414;TROLLÅSEN;"BILVERKSTED01, KONTROLLORGAN01";979466811
Norsk Scania AS avd. Harstad;Russevikveien 3;9408;Harstad;"FARTSSKRIVER, BILVERKSTED03, KONTROLLORGAN03, BILVERKSTED02, TRAKTOR";879263662
HØNEFOSS BIL AS;DRONNING ÅSTASGT. 18;3511;HØNEFOSS;"BILVERKSTED01, KONTROLLORGAN01";978704182
MEKONOMEN SERVICES AS avd. Drammen Autoco;Grønland 87;3045;DRAMMEN;"BILVERKSTED01, KONTROLLORGAN01";999323332
"Star Autoco AS, avd. Lørenskog";Solheimveien 62;1473;SKÅRER;"BILVERKSTED01, KONTROLLORGAN01";925905526
FILTVET AUTO;Bjørnstadveien 1;3480;FILTVET;"BILVERKSTED01, KONTROLLORGAN01";943469237
J. JOHANNESSEN BIL & KAROSS.; Prestfoss;3350;PRESTFOSS;"BILVERKSTED01, KONTROLLORGAN01";932197057
HVITTINGFOSS AUTO AS;Gravdalsveien 100;3647;HVITTINGFOSS;"BILVERKSTED01, KONTROLLORGAN01";921350228
VUKU BILSENTER AS;Bredingsberg 7;7660;Vuku;"BILVERKSTED01B, KONTROLLORGAN01B";928009459
Skogly Bil AS;Kvilten;2443;Drevsjø;"BILVERKSTED01B, KONTROLLORGAN01B";995701197
Topp Auto AS  ;Strandgata 16;2815;GJØVIK;"BILVERKSTED01B, KONTROLLORGAN01B";875944452
Bremnes Auto AS;Svortlandsvegen 51;5430;BREMNES;"BILVERKSTED01, KONTROLLORGAN01";947766848
Birger N. Haug A/S avd. Lillestrøm;Depotgtata 12;2000;LILLESTRØM;"BILVERKSTED01, KONTROLLORGAN01";952335863
GLOBAL BILOPPRETTING;Hurumvien 43;3474;Åros;"BILVERKSTED01, KONTROLLORGAN01, BILSKADE";982589002
RUTERKNEKT ROMERIKE AS;Stålfjæra 28;0975;OSLO;BILGLASS;993190861
CARGLASS AS;Olav V gate 102;8004;BODØ;BILGLASS;985758220
NORDVIK AS;Kvamsvegen 791;7724;STEINKJER;"KONTROLLORGAN01, BILVERKSTED01, BILSKADE";946549770
Unibuss AS avd. LILLESTRØM;Leiraveien 12;2000;LILLESTRØM;"KONTROLLORGAN03, BILVERKSTED03";985615616
CAR SERVICE AS;CECILIE THORESENS VEI 17-21;1153;OSLO;HJUL;995506394
GLASSMESTER HALVORSEN AS;EIKERVEIEN 79;3340;ÅMOT;BILGLASS;980406377
MEKONOMEN SERVICES AS;Knivsøveien 16;1787;HALDEN;"BILVERKSTED01, KONTROLLORGAN01";999323332
Møller Bil Bergen AS avdeling Minde;Kanalveien 3 ;5068;BERGEN;"BILVERKSTED01, KONTROLLORGAN01";834083922
Tinn Billag AS;Såheimsveien 3;3660;Rjukan;"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN01B";916765886
"Skaane Import Bilverksted AS, avd. Nykirke";Nykirkeveien 271;3180;NYKIRKE;"BILVERKSTED01, KONTROLLORGAN01";998418615
"Vianor AS, avd. Kristiansand";Stemmane 4;4636;KRISTIANSAND S;"BILVERKSTED01, KONTROLLORGAN01";935429447
Moelv Bil AS;Storgata 149;2390;MOELV;"BILVERKSTED01, BILSKADE, KONTROLLORGAN01";994296760
Thor Yngvar Hellingsrud Bil og Vedlikehold;Tjøllingveien 570;3280;TJODALYNG;"BILVERKSTED01, KONTROLLORGAN01";990790175
SERVICE SPESIALISTEN AS. Avd Tanke svilandsgate;Tanke sviandsgate 37;4007;STAVANGER;BILVERKSTED01;918487514
MAGNUS MOTOR A/S;Strykerveien 7;1658;TORP;"BILVERKSTED01B, KONTROLLORGAN01B";980909816
Toyota Lier;Sankt Hallvards vei 10;3400;SLEMMESTAD;"BILVERKSTED01, KONTROLLORGAN01";947602330
Geir Hestmann Motor a/s;Økernveien 121;0579;OSLO;MOTORSYKKELOGMOPED;950300078
TK Bil AS;Halvorsrødveien 96;1621;GRESSVIK;"BILVERKSTED01, KONTROLLORGAN01";993643750
Wathne Last og Buss AS;Spannavegen 149;5535;HAUGESUND;"FARTSSKRIVER, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04";993309680
Haraldsen Auto  A/S;Storgaten 54;2870;DOKKA;"BILVERKSTED01, BILSKADE, KONTROLLORGAN01";812417312
Nordvik AS avd. Harstad;Rundhågen 2;9409;HARSTAD;"BILVERKSTED01, KONTROLLORGAN01";946549770
Lenvik Billakkering AS;Finnfjordeidet;9300;Finnsnes;BILSKADE;986588841
Bertel O. Steen Asker og Bærum AS;Løxaveien 5 ;1351;RUD;"BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B";984993188
GLASSMESTER 1 AS;KLOPPAVEIEN 10;1472;FJELLHAMAR;BILGLASS;989596624
Lilleskog Bilverksted AS;Skjoldastraumsvegen 1150;5567;Skjoldstraumen;"BILVERKSTED01B, MOTORSYKKELOGMOPED, KONTROLLORGAN01";851777202
Vestlofoten Bil AS;Mjånesveien 1;8370;Leknes;"BILVERKSTED01B, KONTROLLORGAN01B";933584046
Snap Drive AS avd. Sandaker;Sandakerveien 64;0484;OSLO;"BILVERKSTED01, KONTROLLORGAN01";971585188
Jan L. Westby Karosseri & Lakk AS;Hvitstenveien 262;1540;VESTBY;"BILVERKSTED01, BILSKADE";993120421
DEKKTEAM ÅLESUND AS;YSTENESGATA 26;6007;ÅLESUND;HJUL;999294618
HOKLAND MARINA AS;SKOLEVEIEN 12-14;9407;HARSTAD;"MOTORSYKKELOGMOPED, TRAKTOR";987910747
RØNNINGS BILVERKSTED AS;Otnesøyen 3;2485;Rendalen;"BILVERKSTEDALLE, KONTROLLORGAN01B";928941507
Skjevik Bilservice;Bakliv 1;6450;HJELSET;BILVERKSTED01;993056219
KOMPLETT BILSERVICE AS;BUSKERUDVEIEN 124;3027;DRAMMEN;"BILVERKSTED01, KONTROLLORGAN01";914524113
BRAGES BILFORRETNING A/S;Vingårdskiftet;6022;Ålesund;"KONTROLLORGAN01, BILVERKSTED01";841074602
IPS SERVICE AS;Berghagan 5;1405;LANGHUS;"BILVERKSTED03, KONTROLLORGAN04";915407390
Spir Oslo AS;Jerikoveien 14;1067;OSLO;"BILVERKSTED01, KONTROLLORGAN01";817066542
CARGLASS AS;Ingeniør Rybergsgate 101;3027;DRAMMEN;BILGLASS;985758220
Larvik Last og Buss AS;Elveveien 126;3271;LARVIK;"FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04";892174512
A-K Maskiner AS avd. Voss;Båtskottræet 3;5710;SKULESTADMO;TRAKTOR;946468037
Nordlie Auto AS;Ryggeveien 55;1523;Høyden/Moss;"BILVERKSTED01B, KONTROLLORGAN01B, BILSKADE";937567200
HOFF VERKSTED;Ol Johansv.30;8690;Hattfjelldal;"BILVERKSTED01, KONTROLLORGAN01";955609026
J/S Serviceteam AS;Grønland 21;3045;DRAMMEN;BILVERKSTED01;998283345
BRASTAD SERVICE  Frode Brastad;ST. Halvardsvei 21 B;3400;LIER;BILVERKSTED01;887235562
PAKKETRANSPORT ODDBJØRG SUNDE;FURENE INDUSTRIOMRÅDE;6100;VOLDA;HJUL;882671992
ERNSTSEN MC & SNØSCOTER AS;Lagerveien 7;8250;Rognan;"BILVERKSTED01, MOTORSYKKELOGMOPED, KONTROLLORGAN01";911711311
SENTRUM  AUTO AS;Mellomvika;8622;MO I RANA;"BILVERKSTED01, KONTROLLORGAN01";944080627
Arendal Karosseri A/S  ;Håvet 1;4838;Arendal;BILSKADE;941575935
JP & Thygesen A/S;Lillesandsvn.26;4877;Grimstad;"BILVERKSTED01, BILSKADE, BILELEKTRODRIVSTOFFANLEGG, KONTROLLORGAN01";983534740
Transrep AS;Haraldrudveien 22;0581;OSLO;PABYGGER;984937482
Bilvarehuset Østfold AS;Vestengveien 40;1705;SARPSBORG;"BILVERKSTED01, KONTROLLORGAN01";994973347
Hadeland Maskin AS ;Sørvangsbakken 23;2770;JAREN;TRAKTOR;835669432
LIVERTEN AS;SANDVIKA;7882;NORDLI;HJUL;998072433
Nye Jevnaker Bilverksted AS;Glassverkveien. 25;3520;JEVNAKER;"BILVERKSTED01, KONTROLLORGAN01";988029203
Dekkmann AS AVD. TORGÅRD 5847;Torgardstrøa 1;7093;TILLER;HJUL;914800609
VALLESVERD BILFORRETNING A/S;MJÅVANNSVN 31;4628;KR.SAND;BILVERKSTED01;918619070
Ølve Bilsenter AS;Ølvesvegen 690;5637;ØLVE;"BILVERKSTED01B, KONTROLLORGAN01B";950343478
PORSCHE CENTER PORSGRUNN AS;VALLERMYRVEGEN 36;3917;PORSGRUNN;"BILVERKSTED01, KONTROLLORGAN01";919407077
RAKKESTAD BIL & SERVICE AS;Sagveien 5;1890;Rakkestad;"BILVERKSTED01B, BILSKADE, MOTORSYKKELOGMOPED, KONTROLLORGAN01B";991056424
Ekelund Bilservice;Proffesor Smiths alle 52;3048;DRAMMEN;"BILVERKSTED01, KONTROLLORGAN01";913856651
ÅRDAL BIL OG UTLEIGE AS;Storevegen 44;6884;ØVRE ÅRDAL;BILVERKSTED01;891452632
Sande Auto Vest;Janaflaten 47;5179;GODVIK;"BILVERKSTED01, KONTROLLORGAN01";941027563
BUSKERUD KAROSSERI A/S;TEGLEVERKSVEIEN 21;3057;SOLBERGELVA;BILSKADE;935819253
SIMON HOGSTAD BILGLASS AS;RAUMYRVEIEN 33;3613;KONGSBERG;BILGLASS;999314821
OLE OTTOSEN & SØNNER AS;TOPDALSVEIEN 350;4658;TVEIT;PABYGGER;976244230
Trucknor Rogaland AS;Mølleveien 4 ;4353;KLEPP STASJON;"FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, PABYGGER, KONTROLLORGAN04";981925157
"REIOL, JENSENS FORETAK";NYHEIM;8188;NORDVERNES;HJUL;958782969
FINNMARK BILSKADESENTER AS;BÅTSFJORDVEIEN 2A;9602;HAMMERFEST;BILSKADE;918092986
Team Verksted Nord AS avd. Bjerka;Strandgata 12;8643;BJERKA;"FARTSSKRIVER, BILVERKSTED02, BILVERKSTED03, TRAKTOR, KONTROLLORGAN04";976891783
Hurtigruta Carglass AS avd. Alta;Bjørn Wirkolas vei 11;9510;ALTA;BILGLASS;985758220
ALTA AUTOSERVICE AS;INDUSTRIHØYDEN 20;9513;ALTA;"KONTROLLORGAN01B, BILVERKSTED01B";918752838
BREILI BIL AS;BREILIVEIEN 41;3217;SANDEFJORD;"BILVERKSTED01, KONTROLLORGAN01";915108172
USA IMPORT HARALD OLAV VALVIK;HOVLANDGATA 4;1640;RÅDE;HJUL;986273387
HEIMDAL AUTOSERVICE AS;Kvenildstrøa 2C;7093;TILLER;"BILVERKSTED01, KONTROLLORGAN01";962926606
Sannan Bil AS;Arve Skjeflos vei 6;7713;Steinkjer;"BILVERKSTED01B, KONTROLLORGAN01B";990465363
SØNDRE NORDSTRAND BIL AS;OLAVES HVERVENS VEI 13;1266;OSLO;"BILVERKSTED01, KONTROLLORGAN01";820262042
Gromstad Motor Stoa AS;Stoaveien 39;4849;ARENDAL;"BILVERKSTED01, KONTROLLORGAN01";964934657
Vadsø Bil og Motor AS;Sør-Varangerveien 4;9800;VADSØ;"BILVERKSTED01, KONTROLLORGAN01";981882695
Bilmekaniker'n Fron AS;Transportvegen 8;2640;VINSTRA;"BILVERKSTED01, KONTROLLORGAN01";983047963
EINARS  BILVERKSTED;Fjelldalsveien 136;3721;SKIEN;BILVERKSTED01;971092181
Real Bil AS;Vollenveien 133;1389;HEGGEDAL;"BILVERKSTED01, KONTROLLORGAN01";991441220
Nordic Bil AS;Gamle Riksvei 19;8008;BODØ;"BILVERKSTED01B, KONTROLLORGAN01B";993447323
Kverneland Bil AS avd. Ford Bilhuset;Vestre Svanholmen 11;4313;SANDNES;"BILVERKSTED01B, KONTROLLORGAN01B";977047684
Bringsverds Biloppretting;Reddalsveien 39;4886;Grimstad;BILSKADE;970294562
Ims Auto;Prestveien 120;4312;SANDNES;BILVERKSTED01;994261614
Vaterland Auto A/S;Øraveien 2;1630;Gamle Fredrikstad;"BILVERKSTED01B, KONTROLLORGAN01B";987659033
TORE GULBRANDSEN BILFORMIDLING;RINGERIKSVEIEN 18;3414;LIERSTRANDA;HJUL;961193931
RØHNESELMER AS avd Asker og Bærum;Stasjonsveien 20;1396;BILLINGSTAD;"BILVERKSTED01B, KONTROLLORGAN01B";933823970
Auto Nord AS;Kongsvegen 39;9407;Harstad;"BILVERKSTED01B, KONTROLLORGAN01B";966616431
Style Auto A/S;Svarthagsveien 2;1540;VESTBY;"BILVERKSTED01, KONTROLLORGAN01";937566794
Smart Repair Tromsø AS;Ringveien 6;9018;TROMSØ;"BILVERKSTED01, KONTROLLORGAN01";913904737
Biltreff AS;Hafstadvegen 76;6800;FØRDE;"BILVERKSTED01, KONTROLLORGAN01";991159150
TIDE VERKSTED AS avd. Møre;Wilhelm Dallsvei 44;6511;KRISTIANSUND N;"BILVERKSTED03, KONTROLLORGAN04, BILVERKSTED02, FARTSSKRIVER";818152922
"BOS BilVenture AS, Kia Ensjø";Ensjøveien 17;0655;OSLO;"BILVERKSTED01, KONTROLLORGAN01";987211652
HEGGEN AUTOSERVICE AS;KLEIVANEVEGEN 4;5357;FJELL;HJUL;919075945
Larsen & Waagan Karosseri og Lakk AS;Glåmvegen 6;2500;TYNSET;"BILVERKSTED01, BILSKADE";883041402
Top Speed Auto AS;Vaterlandsveien 31;3470;SLEMMESTAD;"BILVERKSTED01, KONTROLLORGAN01";914492556
"Hurtigruta Carglass AS, avd. Larvik";Nansetgt. 144;3269;LARVIK;BILGLASS;985758220
Fossum Mc-Service;Flågenvegen 161;2730;LUNNER;MOTORSYKKELOGMOPED;946108375
EIKRE BIL OG RADIATOR; Øvre Hemsedalsvegen 1111 ;3560;HEMSEDAL;BILVERKSTED01;970297022
"Berel O.Steen Møre og Romsdal AS,avd. Ødegård Karrosseri";"Emblem , Puskhola";6012;ÅLESUND;BILSKADE;927190788
Nevlands Bil og Karosseri AS;Pedersgaten 93;4014;Stavanger;"BILVERKSTED01B, BILSKADE, KONTROLLORGAN01";980884899
NT Last og Buss AS;Arve Skjeflos veg 6;7713;Steinkjer;"FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04";988196312
HOELS AUTO;INDUSTRIGATEN 4;3515;HØNEFOSS;"BILVERKSTED01, KONTROLLORGAN01B";890206182
Klokkarstua Auto AS;Mølleveien 4 Klokkarstua;3490;KLOKKARSTUA;"BILVERKSTED01, KONTROLLORGAN01";998039231
Otta Karosseri og Lakk AS;Skansen 20 B;2670;OTTA;BILSKADE;988368954
TELEMARK  LASTEBIL  AS;Ulefossveien  48;3730;SKIEN;BILVERKSTEDALLE;934936353
Hundorp Auto AS;Kongsvegen 709;2647;SØR-FRON;"BILVERKSTED01B, KONTROLLORGAN01B";986891684
Oppdal Maskin AS;Trondheimsveien 10;7340;OPPDAL;TRAKTOR;976390350
MOBILE DRAMMEN AS;BJ.Bjørnsonsgt. 78;3003;DRAMMEN;"KONTROLLORGAN01, BILVERKSTED01";939401423
Auto Finans Bilverksted;Flyplassveien 215;4050;SOLA;BILVERKSTED01;944019146
Lofoten Bilskadesenter AS;Verksveien 14;8370;Leknes;BILSKADE;983708021
Bil og Bobil Sør AS;Bergemoveien 11.  ;4886;GRIMSTAD;"BILVERKSTED01, KONTROLLORGAN01";996218694
US Car Service AS;Bruseveien 8;1911;Flateby;"BILVERKSTEDALLE, KONTROLLORGAN02, KONTROLLORGAN01B";976613953
"Berge & Co AS, Avd. Måløy";Deknepollen;6718;DEKNEPOLLEN;"BILVERKSTED01B, KONTROLLORGAN01B";951435325
FIXBIL ARNA AS;ARNATVEITVEGEN 143;5262;ARNATVEIT;"BILVERKSTED01, KONTROLLORGAN01";913988965
Isachsen Maskin AS;tegleverksveien 100;3057;SOLBERGELVA;BILVERKSTEDALLE;977280265
PEER GYNT MASKIN AS;TRANSPORTVEGEN 36;2640;VINSTRA;TRAKTOR;916514212
HATLEBERG BIL & MASKIN AS;HYLLESTAD;6957;HYLLESTAD;"BILVERKSTED01, KONTROLLORGAN01";942831595
Bilbyen Skadesenter Alta AS;Vepseveien 11;9514;ALTA;"BILVERKSTED01, BILSKADE, BILVERKSTED01B, KONTROLLORGAN01B";979910916
Jensen & Scheele Auto AS;Vestgårdveien 3-5;1788;HALDEN;"BILVERKSTED01, KONTROLLORGAN01";988629820
AUKRA  AUTO  AS;Riksfjord;6480;Aukra;"BILVERKSTEDALLE, KONTROLLORGAN04, BILVERKSTED01, KONTROLLORGAN01";955902491
TRAKTORSERVICE AS AVD LEIRA I VALDRES;Brustogosvingen 2;2920;LEIRA I VALDRES;TRAKTOR;918399496
"RYDNINGEN, JOHANNES";BØMLAVEGEN 61;5437;FINNÅS;"LYSUTSTYR, HJUL, HENGERESPALOPSBREMSEANLEGG";911726750
NAF Senter Kristiansund;Verkstedveien 9;6517;Kristiansund N;KONTROLLORGAN01;987372540
Lilleborg Bil og Bremseverksted AS;SELMA ELLEFSENS VEI 23;0581;OSLO;"BILVERKSTED01, KONTROLLORGAN01";975825094
RYDS BILGLASS AS avd Kjeller;Bregneveien 4;2007;KJELLER;BILGLASS;913387783
